SEASON,SECTOR,PERMIT_NUMBER,RIGHT_NUMBER,PERMIT_STATUS_NAME,Quota_code
2018-2019,WCRLO,1809529,WCOM153500,Expired,0
2018-2019,WCRLO,1809543,WCOM152460,Approved,0
2018-2019,WCRLO,1809545,WCOM150635,Expired,0
2018-2019,WCRLO,1809547,WCOM153574,Expired,0
2018-2019,WCRLO,1809548,WCOM150636,Expired,0
2018-2019,WCRLO,1809556,WCOM153501,Expired,0
2018-2019,WCRLO,1809557,WCOM153501,Expired,0
2018-2019,WCRLO,1809612,WCOM153564,Expired,0
2018-2019,WCRLO,1809619,WCOM150538,Cancelled,0
2018-2019,WCRLO,1809622,WCOM150831,Expired,0
2018-2019,WCRLO,1809632,WCOM150798,Expired,0
2018-2019,WCRLO,1809633,WCOM150310,Expired,0
2018-2019,WCRLO,1809634,WCOM150310,Expired,0
2018-2019,WCRLO,1809635,WCOM150310,Expired,0
2018-2019,WCRLO,1809636,WCOM153981,Expired,0
2018-2019,WCRLO,1809637,WCOM150864,Expired,0
2018-2019,WCRLO,1809640,WCOM150864,Expired,0
2018-2019,WCRLO,1809641,WCOM150864,Expired,0
2018-2019,WCRLO,1809650,WCOM153531,Expired,0
2018-2019,WCRLO,1809651,WCOM153531,Expired,0
2018-2019,WCRLO,1809653,WCOM154000,Expired,0
2018-2019,WCRLO,1809654,WCOM154000,Expired,0
2018-2019,WCRLO,1809661,WCOM153488,Expired,0
2018-2019,WCRLO,1809674,WCOM150509,Expired,0
2018-2019,WCRLO,1809683,WCOM153510,Expired,0
2018-2019,WCRLO,1809693,WCOM152210,Expired,0
2018-2019,WCRLO,1809703,WCOM153497,Approved,0
2018-2019,WCRLO,1809704,WCOM153497,Expired,0
2018-2019,WCRLO,1809706,WCOM153497,Deleted,0
2018-2019,WCRLO,1809707,WCOM153497,Deleted,0
2018-2019,WCRLO,1809709,WCOM150729,Expired,0
2018-2019,WCRLO,1809710,WCOM153517,Expired,0
2018-2019,WCRLO,1809711,WCOM153517,Expired,0
2018-2019,WCRLO,1809722,WCOM150058,Expired,0
2018-2019,WCRLO,1809724,WCOM152160,Cancelled,0
2018-2019,WCRLO,1809728,WCOM152160,Deleted,0
2018-2019,WCRLO,1809729,WCOM150815,Expired,0
2018-2019,WCRLO,1809730,WCOM153493,Expired,0
2018-2019,WCRLO,1809731,WCOM153968,Approved,0
2018-2019,WCRLO,1809732,WCOM150531,Expired,0
2018-2019,WCRLO,1809738,WCOM153557,Expired,0
2018-2019,WCRLO,1809747,WCOM150707,Expired,0
2018-2019,WCRLO,1809750,WCOM153478,Expired,0
2018-2019,WCRLO,1809751,WCOM151203,Expired,0
2018-2019,WCRLO,1809752,WCOM153478,Expired,0
2018-2019,WCRLO,1809754,WCOM153503,Expired,0
2018-2019,WCRLO,1809757,WCOM153503,Expired,0
2018-2019,WCRLO,1809771,WCOM150308,Expired,0
2018-2019,WCRLO,1809775,WCOM150510,Expired,0
2018-2019,WCRLO,1809779,WCOM151426,Expired,0
2018-2019,WCRLO,1809787,WCOM153489,Expired,0
2018-2019,WCRLO,1809789,WCOM153489,Expired,0
2018-2019,WCRLO,1809797,WCOM150707,Expired,0
2018-2019,WCRLO,1809801,WCOM150762,Expired,0
2018-2019,WCRLO,1809808,WCOM150743,Expired,0
2018-2019,WCRLO,1809809,WCOM153540,Expired,0
2018-2019,WCRLO,1809827,WCOM153550,Cancelled,0
2018-2019,WCRLO,1809829,WCOM152154,Cancelled,0
2018-2019,WCRLO,1809830,WCOM150804,Expired,0
2018-2019,WCRLO,1809831,WCOM150894,Expired,0
2018-2019,WCRLO,1809833,WCOM150830,Expired,0
2018-2019,WCRLO,1809834,WCOM150897,Expired,0
2018-2019,WCRLO,1809836,WCOM150899,Expired,0
2018-2019,WCRLO,1809837,WCOM150897,New,0
2018-2019,WCRLO,1809838,WCOM150900,Expired,0
2018-2019,WCRLO,1809839,WCOM150898,Expired,0
2018-2019,WCRLO,1809841,WCOM150895,Expired,0
2018-2019,WCRLO,1809842,WCOM150896,Expired,0
2018-2019,WCRLO,1809843,WCOM153338,Expired,0
2018-2019,WCRLO,1809864,WCOM154098,Expired,0
2018-2019,WCRLO,1809869,WCOM153548,Expired,0
2018-2019,WCRLO,1809870,WCOM150622,Expired,0
2018-2019,WCRLO,1809874,WCOM153590,Cancelled,0
2018-2019,WCRLO,1809875,WCOM150683,Expired,0
2018-2019,WCRLO,1809884,WCOM150784,Expired,0
2018-2019,WCRLO,1809887,WCOM150696,Expired,0
2018-2019,WCRLO,1809891,WCOM150698,Expired,0
2018-2019,WCRLO,1809892,WCOM153996,Expired,0
2018-2019,WCRLO,1809893,WCOM153996,Expired,0
2018-2019,WCRLO,1809894,WCOM153996,New,0
2018-2019,WCRLO,1809895,WCOM153996,New,0
2018-2019,WCRLO,1809904,WCOM150508,Expired,0
2018-2019,WCRLO,1809906,WCOM151403,Expired,0
2018-2019,WCRLO,1809907,WCOM151403,Expired,0
2018-2019,WCRLO,1809915,WCOM153311,Expired,0
2018-2019,WCRLO,1809917,WCOM153311,Expired,0
2018-2019,WCRLO,1809924,WCOM150821,Expired,0
2018-2019,WCRLO,1809927,WCOM150821,Expired,0
2018-2019,WCRLO,1809932,WCOM153512,Expired,0
2018-2019,WCRLO,1809936,WCOM152466,Expired,0
2018-2019,WCRLO,1809943,WCOM150848,Expired,0
2018-2019,WCRLO,1809951,WCOM151228,Expired,0
2018-2019,WCRLO,1809980,WCOM153341,Cancelled,0
2018-2019,WCRLO,1809983,WCOM152251,Expired,0
2018-2019,WCRLO,1809984,WCOM152251,Expired,0
2018-2019,WCRLO,1809990,WCOM150325,Expired,0
2018-2019,WCRLO,1809996,WCOM153551,Expired,0
2018-2019,WCRLO,1809997,WCOM153551,Deleted,0
2018-2019,WCRLO,1809999,WCOM150845,Expired,0
2018-2019,WCRLO,1810000,WCOM150845,Expired,0
2018-2019,WCRLO,1810010,WCOM153969,Expired,0
2018-2019,WCRLO,1810022,WCOM153573,Expired,0
2018-2019,WCRLO,1810024,WCOM153979,Expired,0
2018-2019,WCRLO,1810025,WCOM153347,Cancelled,0
2018-2019,WCRLO,1810026,WCOM153506,Deleted,0
2018-2019,WCRLO,1810027,WCOM153506,Deleted,0
2018-2019,WCRLO,1810028,WCOM153506,Deleted,0
2018-2019,WCRLO,1810039,WCOM153975,Expired,0
2018-2019,WCRLO,1810042,WCOM150762,Expired,0
2018-2019,WCRLO,1810043,WCOM152911,Expired,0
2018-2019,WCRLO,1810046,WCOM150882,Expired,0
2018-2019,WCRLO,1810047,WCOM150883,Expired,0
2018-2019,WCRLO,1810052,WCOM153506,Expired,0
2018-2019,WCRLO,1810053,WCOM153506,Expired,0
2018-2019,WCRLO,1810054,WCOM150740,New,0
2018-2019,WCRLO,1810055,WCOM153506,Expired,0
2018-2019,WCRLO,1810072,WCOM153587,Expired,0
2018-2019,WCRLO,1810075,WCOM150763,Expired,0
2018-2019,WCRLO,1810105,WCOM153979,Expired,0
2018-2019,WCRLO,1810123,WCOM152462,Expired,0
2018-2019,WCRLO,1810124,WCOM152462,Expired,0
2018-2019,WCRLO,1810125,WCOM152462,Expired,0
2018-2019,WCRLO,1810132,WCOM153518,Expired,0
2018-2019,WCRLO,1810134,WCOM150861,Expired,0
2018-2019,WCRLO,1810143,WCOM152155,Expired,0
2018-2019,WCRLO,1810144,WCOM152155,Expired,0
2018-2019,WCRLO,1810170,WCOM150459,Cancelled,0
2018-2019,WCRLO,1810172,WCOM152162,Expired,0
2018-2019,WCRLO,1810182,WCOM150644,Expired,0
2018-2019,WCRLO,1810184,WCOM151362,Expired,0
2018-2019,WCRLO,1810195,WCOM153565,Expired,0
2018-2019,WCRLO,1810206,WCOM153566,Deleted,0
2018-2019,WCRLO,1810214,WCOM153509,New,0
2018-2019,WCRLO,1900711,WCOM150707,Expired,0
2018-2019,WCRLO,1900713,WCOM150762,Expired,0
2018-2019,WCRLO,1900714,WCOM150784,Cancelled,0
2018-2019,WCRLO,1900730,WCOM153553,Deleted,0
2018-2019,WCRLO,1900731,WCOM153553,Expired,0
2018-2019,WCRLO,1900752,WCOM151434,Expired,0
2018-2019,WCRLO,1900756,WCOM153533,Expired,0
2018-2019,WCRLO,1900769,WCOM150645,Expired,0
2018-2019,WCRLO,1900784,WCOM151426,Expired,0
2018-2019,WCRLO,1900792,WCOM150623,Expired,0
2018-2019,WCRLO,1900793,WCOM150623,Expired,0
2018-2019,WCRLO,1900797,WCOM150815,Expired,0
2018-2019,WCRLO,1900798,WCOM150531,Expired,0
2018-2019,WCRLO,1900811,WCOM150748,Expired,0
2018-2019,WCRLO,1900812,WCOM150747,Expired,0
2018-2019,WCRLO,1900839,WCOM151450,Expired,0
2018-2019,WCRLO,1900879,WCOM150737,Expired,0
2018-2019,WCRLO,1900882,WCOM150383,Expired,0
2018-2019,WCRLO,1900883,WCOM153312,Expired,0
2018-2019,WCRLO,1900884,WCOM150722,Expired,0
2018-2019,WCRLO,1900887,WCOM150397,Expired,0
2018-2019,WCRLO,1900909,WCOM152175,Expired,0
2018-2019,WCRLO,1900910,WCOM152178,Expired,0
2018-2019,WCRLO,1900916,WCOM153590,Expired,0
2018-2019,WCRLO,1900921,WCOM150793,Expired,0
2018-2019,WCRLO,1900961,WCOM150791,Expired,0
2018-2019,WCRLO,1900962,WCOM150602,Expired,0
2018-2019,WCRLO,1900963,WCOM153566,Expired,0
2018-2019,WCRLO,1900964,WCOM153981,Expired,0
2018-2019,WCRLO,1900967,WCOM153541,Expired,0
2018-2019,WCRLO,1900968,WCOM153541,New,0
2018-2019,WCRLO,1900969,WCOM150808,Expired,0
2018-2019,WCRLO,1900993,WCOM150749,Expired,0
2018-2019,WCRLO,1900994,WCOM150788,Expired,0
2018-2019,WCRLO,1901033,WCOM151408,Expired,0
2018-2019,WCRLO,1901059,WCOM150322,Expired,0
2018-2019,WCRLO,1901060,WCOM150322,Expired,0
2018-2019,WCRLO,1901061,WCOM150322,Expired,0
2018-2019,WCRLO,1901062,WCOM150646,Expired,0
2018-2019,WCRLO,1901068,WCOM150880,Expired,0
2018-2019,WCRLO,1901069,WCOM150880,Expired,0
2018-2019,WCRLO,1901103,WCOM150503,Expired,0
2018-2019,WCRLO,1901109,WCOM150880,Expired,0
2018-2019,WCRLO,1901116,WCOM150892,Expired,0
2018-2019,WCRLO,1901118,WCOM150892,Deleted,0
2018-2019,WCRLO,1901122,WCOM150892,Deleted,0
2018-2019,WCRLO,1901124,WCOM150801,Expired,0
2018-2019,WCRLO,1901128,WCOM150750,Expired,0
2018-2019,WCRLO,1901130,WCOM150803,Expired,0
2018-2019,WCRLO,1901131,WCOM150893,Expired,0
2018-2019,WCRLO,1901149,WCOM153502,New,0
2018-2019,WCRLO,1901150,WCOM153502,Expired,0
2018-2019,WCRLO,1901151,WCOM150652,Expired,0
2018-2019,WCRLO,1901167,WCOM150809,Expired,0
2018-2019,WCRLO,1901168,WCOM150809,Expired,0
2018-2019,WCRLO,1901181,WCOM150795,Expired,0
2018-2019,WCRLO,1901184,WCOM150381,Expired,0
2018-2019,WCRLO,1901201,WCOM150460,Expired,0
2018-2019,WCRLO,1901218,WCOM154000,Expired,0
2018-2019,WCRLO,1901341,WCOM150731,Expired,0
2018-2019,WCRLO,1901344,WCOM153493,Expired,0
2018-2019,WCRLO,1901345,WCOM153969,Expired,0
2018-2019,WCRLO,1901346,WCOM153968,Expired,0
2018-2019,WCRLO,1901347,WCOM154000,Cancelled,0
2018-2019,WCRLO,1901349,WCOM154000,Expired,0
2018-2019,WCRLO,1901397,WCOM154000,Expired,0
2018-2019,WCRLO,1901445,WCOM153348,Expired,0
2018-2019,WCRLO,1901446,WCOM153348,Expired,0
2018-2019,WCRLO,1901569,WCOM150506,Expired,0
2018-2019,WCRLO,1901585,WCOM153567,Expired,0
2018-2019,WCRLO,1901599,WCOM153600,Expired,0
2018-2019,WCRLO,1901609,WCOM150850,Expired,0
2018-2019,WCRLO,1901628,WCOM150737,Expired,0
2018-2019,WCRLO,1901647,WCOM152151,Approved,0
2018-2019,WCRLO,1901676,WCOM154000,Expired,0
2018-2019,WCRLO,1901698,WCOM151219,Expired,0
2018-2019,WCRLO,1901717,WCOM153333,Expired,0
2018-2019,WCRLO,1901814,WCOM150826,Expired,0
2018-2019,WCRLO,1901815,WCOM150826,Expired,0
2018-2019,WCRLO,1901816,WCOM150826,Expired,0
2018-2019,WCRLO,1901898,WCOM150455,Expired,0
2018-2019,WCRLO,1901937,WCOM152160,Expired,0
2018-2019,WCRLO,1901986,WCOM151410,Expired,0
2018-2019,WCRLO,1902012,WCOM153591,Expired,0
2018-2019,WCRLO,1902023,WCOM150388,Expired,0
2018-2019,WCRLO,1902030,WCOM153522,Expired,0
2018-2019,WCRLO,1902031,WCOM153523,Expired,0
2018-2019,WCRLO,1902037,WCOM154000,Expired,0
2018-2019,WCRLO,1902066,WCOM153559,Expired,0
2018-2019,WCRLO,1902085,WCOM153349,Expired,0
2018-2019,WCRLO,1902086,WCOM153349,Expired,0
2018-2019,WCRLO,1902114,WCOM150708,Expired,0
2018-2019,WCRLO,1902269,WCOM150881,Expired,0
2018-2019,WCRLO,1902271,WCOM150761,Expired,0
2018-2019,WCRLO,1902272,WCOM153976,Expired,0
2018-2019,WCRLO,1902280,WCOM150763,Expired,0
2018-2019,WCRLO,1902281,WCOM150763,Expired,0
2018-2019,WCRLO,1902285,WCOM153587,Expired,0
2018-2019,WCRLO,1902287,WCOM153587,Expired,0
2018-2019,WCRLO,1902348,WCOM150624,New,0
2018-2019,WCRLO,1902349,WCOM150624,New,0
2018-2019,WCRLO,1902377,WCOM150503,Expired,0
2018-2019,WCRLO,1902378,WCOM150503,Expired,0
2018-2019,WCRLO,1902394,WCOM150784,Expired,0
2018-2019,WCRLO,1902413,WCOM153518,Expired,0
2018-2019,WCRLO,1902414,WCOM153516,Expired,0
2018-2019,WCRLO,1902417,WCOM153516,Expired,0
2018-2019,WCRLO,1902541,WCOM150330,Expired,0
2018-2019,WCRLO,1902542,WCOM150509,Expired,0
2018-2019,WCRLO,1902550,WCOM150510,Expired,0
2018-2019,WCRLO,1902553,WCOM150304,Expired,0
2018-2019,WCRLO,1902555,WCOM150537,Expired,0
2018-2019,WCRLO,1902556,WCOM150305,Expired,0
2018-2019,WCRLO,1902557,WCOM150716,Approved,0
2018-2019,WCRLO,1902561,WCOM150778,Cancelled,0
2018-2019,WCRLO,1902564,WCOM150308,Expired,0
2018-2019,WCRLO,1902605,WCOM153975,Expired,0
2018-2019,WCRLO,1902644,WCOM150538,Expired,0
2018-2019,WCRLO,1902646,WCOM153316,Expired,0
2018-2019,WCRLO,1902735,WCOM150304,Expired,0
2018-2019,WCRLO,1902757,WCOM153522,Expired,0
2018-2019,WCRLO,1902841,WCOM150892,Expired,0
2018-2019,WCRLO,1902842,WCOM150892,Deleted,0
2018-2019,WCRLO,1902844,WCOM150750,Expired,0
2018-2019,WCRLO,1902845,WCOM150803,Expired,0
2018-2019,WCRLO,1902846,WCOM150893,Expired,0
2018-2019,WCRLO,1902963,WCOM154000,Expired,0
2018-2019,WCRLO,1902965,WCOM154000,Expired,0
2018-2019,WCRLO,1903000,WCOM153500,Expired,0
2018-2019,WCRLO,1903011,WCOM150397,Expired,0
2018-2019,WCRLO,1903012,WCOM154098,Expired,0
2018-2019,WCRLO,1903058,WCOM153341,Expired,0
2018-2019,WCRLO,1903060,WCOM153347,Expired,0
2018-2019,WCRLO,1903093,WCOM150736,Expired,0
2018-2019,WCRLO,1903130,WCOM153591,Expired,0
2018-2019,WCRLO,1903151,WCOM153573,Expired,0
2018-2019,WCRLO,1903152,WCOM153573,Expired,0
2018-2019,WCRLO,1903153,WCOM153573,Expired,0
2018-2019,WCRLO,1903154,WCOM153573,Expired,0
2018-2019,WCRLO,1903224,WCOM150820,Expired,0
2018-2019,WCRLO,1903267,WCOM150796,Expired,0
2018-2019,WCRLO,1903287,WCOM151203,Expired,0
2018-2019,WCRLO,1903337,WCOM150852,Expired,0
2018-2019,WCRLO,1903340,WCOM150852,Expired,0
2018-2019,WCRLO,1903390,WCOM150723,Expired,0
2018-2019,WCRLO,1903420,WCOM153509,Expired,0
2018-2019,WCRLO,1903421,WCOM153509,Expired,0
2018-2019,WCRLO,1903428,WCOM153350,Expired,0
2018-2019,WCRLO,1903468,WCOM150870,Expired,0
2018-2019,WCRLO,1903500,WCOM150891,Expired,0
2018-2019,WCRLO,1903501,WCOM150891,Cancelled,0
2018-2019,WCRLO,1903505,WCOM153492,Expired,0
2018-2019,WCRLO,1903506,WCOM153492,Expired,0
2018-2019,WCRLO,1903594,WCOM153573,Cancelled,0
2018-2019,WCRLO,1903639,WCOM150733,Expired,0
2018-2019,WCRLO,1903643,WCOM151439,Expired,0
2018-2019,WCRLO,1903644,WCOM150853,Expired,0
2018-2019,WCRLO,1903664,WCOM153549,Cancelled,0
2018-2019,WCRLO,1903707,WCOM152166,Expired,0
2018-2019,WCRLO,1903761,WCOM150724,Expired,0
2018-2019,WCRLO,1903767,WCOM150891,Expired,0
2018-2019,WCRLO,1903827,WCOM150752,Expired,0
2018-2019,WCRLO,1903973,WCOM153999,Expired,0
2018-2019,WCRLO,1904060,WCOM154000,Expired,0
2018-2019,WCRLO,1904081,WCOM153571,Expired,0
2018-2019,WCRLO,1904082,WCOM152210,Expired,0
2018-2019,WCRLO,1904125,WCOM150725,Expired,0
2018-2019,WCRLO,1904127,WCOM151416,Expired,0
2018-2019,WCRLO,1904146,WCOM150861,Expired,0
2018-2019,WCRLO,1904206,WCOM153549,Expired,0
2018-2019,WCRLO,1904255,WCOM153512,Expired,0
2018-2019,WCRLO,1904350,WCOM153998,Expired,0
2018-2019,WCRLO,1904357,WCOM151205,Expired,0
2018-2019,WCRLO,1904359,WCOM153549,New,0
2018-2019,WCRLO,1904415,WCOM154000,Expired,0
2018-2019,WCRLO,1904585,WCOM150741,Expired,0
2018-2019,WCRLO,1904587,WCOM150741,Expired,0
2018-2019,WCRLO,1904631,WCOM150368,Expired,0
2018-2019,WCRLO,1904633,WCOM150850,Deleted,0
2018-2019,WCRLO,1904635,WCOM150626,Deleted,0
2018-2019,WCRLO,1904638,WCOM150769,Expired,0
2018-2019,WCRLO,1904667,WCOM151428,Expired,0
2018-2019,WCRLO,1904668,WCOM151428,Expired,0
2018-2019,WCRLO,1904710,WCOM150769,Expired,0
2018-2019,WCRLO,1904711,WCOM150769,Expired,0
2018-2019,WCRLO,1904719,WCOM151354,Expired,0
2018-2019,WCRLO,1904721,WCOM151440,Expired,0
2018-2019,WCRLO,1904739,WCOM153527,Expired,0
2018-2019,WCRLO,1904771,WCOM151434,Deleted,0
2018-2019,WCRLO,1904782,WCOM150790,Expired,0
2018-2019,WCRLO,1904837,WCOM150899,Expired,0
2018-2019,WCRLO,1904838,WCOM150900,Expired,0
2018-2019,WCRLO,1904874,WCOM153528,Expired,0
2018-2019,WCRLO,1905030,WCOM150708,Expired,0
2018-2019,WCRLO,1905031,WCOM153975,Expired,0
2018-2019,WCRLO,1905059,WCOM150804,Expired,0
2018-2019,WCRLO,1905087,WCOM150849,Expired,0
2018-2019,WCRLO,1905125,WCOM150778,Cancelled,0
2018-2019,WCRLO,1905154,WCOM150769,Expired,0
2018-2019,WCRLO,1905157,WCOM150626,Expired,0
2018-2019,WCRLO,1905165,WCOM152152,Expired,0
2018-2019,WCRLO,1905166,WCOM150770,Expired,0
2018-2019,WCRLO,1905167,WCOM150770,Expired,0
2018-2019,WCRLO,1905180,WCOM153623,Expired,0
2018-2019,WCRLO,1905193,WCOM153484,Expired,0
2018-2019,WCRLO,1905194,WCOM153484,Expired,0
2018-2019,WCRLO,1905203,WCOM152154,Cancelled,0
2018-2019,WCRLO,1905205,WCOM152159,Expired,0
2018-2019,WCRLO,1905207,WCOM152207,Cancelled,0
2018-2019,WCRLO,1905210,WCOM153966,Cancelled,0
2018-2019,WCRLO,1905213,WCOM153550,Cancelled,0
2018-2019,WCRLO,1905215,WCOM153588,Cancelled,0
2018-2019,WCRLO,1905269,WCOM152207,Cancelled,0
2018-2019,WCRLO,1905279,WCOM152207,Cancelled,0
2018-2019,WCRLO,1905283,WCOM153588,Cancelled,0
2018-2019,WCRLO,1905284,WCOM152154,Cancelled,0
2018-2019,WCRLO,1905285,WCOM153966,Cancelled,0
2018-2019,WCRLO,1905289,WCOM152154,Expired,0
2018-2019,WCRLO,1905291,WCOM153966,Expired,0
2018-2019,WCRLO,1905293,WCOM153588,Cancelled,0
2018-2019,WCRLO,1905294,WCOM151225,Expired,0
2018-2019,WCRLO,1905297,WCOM153567,Expired,0
2018-2019,WCRLO,1905353,WCOM153573,Expired,0
2018-2019,WCRLO,1905374,WCOM153572,Cancelled,0
2018-2019,WCRLO,1905488,WCOM153538,Cancelled,0
2018-2019,WCRLO,1905965,WCOM151436,Expired,0
2018-2019,WCRLO,1905991,WCOM150758,Cancelled,0
2018-2019,WCRLO,1906126,WCOM150838,Deleted,0
2018-2019,WCRLO,1906151,WCOM153502,Expired,0
2018-2019,WCRLO,1906163,WCOM150884,Expired,0
2018-2019,WCRLO,1906253,WCOM153538,Expired,0
2018-2019,WCRLO,1906310,WCOM153588,Expired,0
2018-2019,WCRLO,1906312,WCOM153550,Expired,0
2018-2019,WCRLO,1906314,WCOM150778,Expired,0
2018-2019,WCRLO,1906316,WCOM152207,Expired,0
2018-2019,WCRLO,1906364,WCOM150758,Cancelled,0
2018-2019,WCRLO,1906366,WCOM153572,Cancelled,0
2018-2019,WCRLO,1906450,WCOM150459,Expired,0
2018-2019,WCRLO,1906560,WCOM150758,Expired,0
2018-2019,WCRLO,1906568,WCOM153572,Expired,0
2018-2019,WCRLO,1906584,WCOM150651,Cancelled,0
2018-2019,WCRLO,1906585,WCOM150651,Cancelled,0
2018-2019,WCRLO,1906586,WCOM150651,Cancelled,0
2018-2019,WCRLO,1906587,WCOM150651,Cancelled,0
2018-2019,WCRLO,1906588,WCOM150651,Cancelled,0
2018-2019,WCRLO,1906589,WCOM150651,Cancelled,0
2018-2019,WCRLO,1906682,WCOM153490,Expired,0
2018-2019,WCRLO,1906683,WCOM153487,Expired,0
2018-2019,WCRLO,1906684,WCOM153488,Expired,0
2018-2019,WCRLO,1906685,WCOM153483,Expired,0
2018-2019,WCRLO,1906686,WCOM153482,Expired,0
2018-2019,WCRLO,1906713,WCOM153977,Cancelled,0
2018-2019,WCRLO,1906714,WCOM153977,Expired,0
2018-2019,WCRLO,1906786,WCOM154054,Expired,0
2018-2019,WCRLO,1906801,WCOM150849,Approved,0
2018-2019,WCRLO,1906824,WCOM150651,Expired,0
2018-2019,WCRLO,1906825,WCOM150651,Expired,0
2018-2019,WCRLO,1906826,WCOM150651,Expired,0
2018-2019,WCRLO,1906827,WCOM150651,Expired,0
2018-2019,WCRLO,1906829,WCOM150651,Expired,0
2018-2019,WCRLO,1906830,WCOM150651,Expired,0
2018-2019,WCRLO,1906859,WCOM153580,Expired,0
2018-2019,WCRLO,1906860,WCOM150781,Expired,0
2018-2019,WCRLO,1906870,WCOM153977,Cancelled,0
2018-2019,WCRLO,1907059,WCOM151374,Expired,0
2018-2019,WCRLO,1907067,WCOM153977,Expired,0
2018-2019,WCRLO,1907133,WCOM153507,Expired,0
2018-2019,WCRLO,1907169,WCOM154089,Expired,0
2018-2019,WCRLO,1907199,WCOM150884,Deleted,0
2018-2019,WCRLO,1907200,WCOM150885,Expired,0
2018-2019,WCRLO,1907216,WCOM153572,Expired,0
2018-2019,WCRLO,1907217,WCOM153572,Deleted,0
2018-2019,WCRLO,1907218,WCOM150851,Expired,0
2018-2019,WCRLO,1907219,WCOM150758,Expired,0
2018-2019,WCRLO,1907240,WCOM153538,Expired,0
2018-2019,WCRLO,1907274,WCOM150851,Cancelled,0
2018-2019,WCRLO,1907325,WCOM153538,Expired,0
2018-2019,WCRLO,1907354,WCOM150851,Expired,0
2018-2019,SSF,1809818,1SSFN002WCRLN,New,0
2018-2019,SSF,1809819,1SSFN002WCRLN,Expired,0
2018-2019,SSF,1809820,1SSFN002WCRLN,Expired,0
2018-2019,SSF,1809821,1SSFN002WCRLN,Expired,0
2018-2019,SSF,1809823,1SSFN001WCRLN,Expired,0
2018-2019,SSF,1809824,1SSFN001WCRLN,Expired,0
2018-2019,SSF,1810078,1SSFN002WCRLN,New,0
2018-2019,SSF,1810079,1SSFN002WCRLN,New,0
2018-2019,SSF,1810080,1SSFN001WCRLN,Expired,0
2018-2019,SSF,1810081,1SSFN001WCRLN,Expired,0
2018-2019,SSF,1810083,1SSFN001WCRLN,Expired,0
2018-2019,SSF,1810084,1SSFN001WCRLN,Expired,0
2018-2019,SSF,1810085,1SSFN001WCRLN,Expired,0
2018-2019,SSF,1810086,1SSFN001WCRLN,Expired,0
2018-2019,SSF,1810087,1SSFN001WCRLN,Expired,0
2018-2019,SSF,1810088,1SSFN001WCRLN,Awaiting approval,0
2018-2019,SSF,1810209,1SSFN001WCRLN,Expired,0
2018-2019,SSF,1810210,1SSFN001WCRLN,Expired,0
2018-2019,SSF,1810211,1SSFN001WCRLN,Expired,0
2018-2019,SSF,1810212,1SSFN001WCRLN,New,0
2018-2019,SSF,1901186,1SSFN002WCRLN,Expired,0
2018-2019,SSF,1901187,1SSFN002WCRLN,Expired,0
2018-2019,SSFO,1809807,,Deleted,0
2018-2019,SSFO,1809817,1SSFN002WCRLO,Expired,0
2018-2019,SSFO,1809822,1SSFN001WCRLO,Cancelled,0
2018-2019,SSFO,1900935,1SSFN001WCRLO,Expired,0
2018-2019,SSFO,1907038,1SSFN001WCRLO,Awaiting approval,0
2018-2019,SSFO,1907229,1SSFN001WCRLO,Awaiting approval,0
2018-2019,SSFO,1907230,1SSFN001WCRLO,Awaiting approval,0
2018-2019,SSFO,1907231,1SSFN001WCRLO,Awaiting approval,0
2018-2019,SSFO,1907232,1SSFN001WCRLO,Awaiting approval,0
2017-2018,IR,1709226,,Expired,10045
2017-2018,IR,1709227,,Cancelled,10043
2017-2018,IR,1709233,,Cancelled,10000
2017-2018,IR,1709238,,Cancelled,10038
2017-2018,IR,1709239,,Expired,10004
2017-2018,IR,1709240,,Cancelled,10041
2017-2018,IR,1709241,,Cancelled,10042
2017-2018,IR,1709242,,Expired,10016
2017-2018,IR,1709243,,Cancelled,10029
2017-2018,IR,1709244,,Cancelled,10022
2017-2018,IR,1709247,,Expired,10033
2017-2018,IR,1709249,,Cancelled,10034
2017-2018,IR,1709255,,Cancelled,10028
2017-2018,IR,1709263,,Cancelled,10019
2017-2018,IR,1709289,,Cancelled,10013
2017-2018,IR,1709335,,Cancelled,10008
2017-2018,IR,1709336,,Cancelled,10031
2017-2018,IR,1709337,,Cancelled,10002
2017-2018,IR,1709338,,Expired,10021
2017-2018,IR,1709339,,Expired,10039
2017-2018,IR,1709370,,Expired,10037
2017-2018,IR,1709386,,Cancelled,10032
2017-2018,IR,1709388,,Cancelled,10015
2017-2018,IR,1709400,,Cancelled,10006
2017-2018,IR,1709401,,Cancelled,10007
2017-2018,IR,1709451,,Expired,10026
2017-2018,IR,1709463,,Expired,10012
2017-2018,IR,1709466,,Expired,10003
2017-2018,IR,1709495,,Expired,10024
2017-2018,IR,1709575,,Expired,10040
2017-2018,IR,1709624,,Expired,10014
2017-2018,IR,1709665,,Expired,10036
2017-2018,IR,1709691,,Cancelled,10011
2017-2018,IR,1709700,,Cancelled,10025
2017-2018,IR,1709712,,Cancelled,10017
2017-2018,IR,1709721,,Cancelled,10010
2017-2018,IR,1709827,,Approved,10046
2017-2018,IR,1709836,,Cancelled,10030
2017-2018,IR,1709843,,Cancelled,10044
2017-2018,IR,1710044,,Approved,10013
2017-2018,IR,1710045,,Cancelled,10007
2017-2018,IR,1710096,,Cancelled,10018
