Export permit no,Valid from,Valid to,Season,Export date,Country exported to,Permit serial number,SumOfWhole frozen WCRL ECRL exported,SumOfWhole live WCRL ECRL exported,SumOfTails exported WCRL ECRL
1710681,06-Feb-18,05-May-18,2017-2018,24-Feb-18,"Shanghai, China",9209,0,375,0
1710681,06-Feb-18,05-May-18,2017-2018,24-Mar-18,hong kong,9211,0,345,0
1710681,06-Feb-18,05-May-18,2017-2018,26-Mar-18,hong Kong,9213,0,750,0
1710681,06-Feb-18,05-May-18,2017-2018,26-Mar-18,hong Kong,9214,0,296.52,0
1710681,06-Feb-18,05-May-18,2017-2018,26-Mar-18,"Shanghai, China",9212,0,300,0
1710726,14-Dec-17,13-Mar-18,2017-2018,19-Dec-17,"Beijing, China",7701,0,400,0
1710726,14-Dec-17,13-Mar-18,2017-2018,20-Dec-17,"Hong Kong, China",7702,0,168,0
1710726,14-Dec-17,13-Mar-18,2017-2018,28-Dec-17,"Hong Kong, China",7703,0,574,0
1710726,14-Dec-17,13-Mar-18,2017-2018,28-Dec-17,"Hong Kong, China",7704,0,560,0
1710726,14-Dec-17,13-Mar-18,2017-2018,05-Jan-18,"Hong Kong, China",7706,0,350,0
1710726,14-Dec-17,13-Mar-18,2017-2018,26-Jan-18,"Beijing, China",7707,0,500,0
1710726,14-Dec-17,13-Mar-18,2017-2018,26-Jan-18,"Beijing, China",7708,0,250,0
1710726,14-Dec-17,13-Mar-18,2017-2018,31-Jan-18,"Hong Kong, China",7709,0,560,0
1710726,14-Dec-17,13-Mar-18,2017-2018,31-Jan-18,"Hong Kong, China",7710,0,420,0
1710726,14-Dec-17,13-Mar-18,2017-2018,17-Feb-18,"Hong Kong, China",7711,0,210,0
1710726,14-Dec-17,13-Mar-18,2017-2018,17-Feb-18,"Hong Kong, China",7712,0,420,0
1710726,14-Dec-17,13-Mar-18,2017-2018,05-Mar-18,"Hong Kong, China",7714,0,280,0
1710726,14-Dec-17,13-Mar-18,2017-2018,05-Mar-18,"Hong Kong, China",7715,0,252,0
1710726,14-Dec-17,13-Mar-18,2017-2018,05-Mar-18,"Hong Kong, China",7718,0,420,0
1710726,14-Dec-17,13-Mar-18,2017-2018,05-Mar-18,Japan,7713,0,200,0
1710726,14-Dec-17,13-Mar-18,2017-2018,27-Mar-18,China,7705,0,350,0
1710733,19-Dec-17,18-Mar-18,2017-2018,30-Dec-17,China,8025,0,400,0
1710733,19-Dec-17,18-Mar-18,2017-2018,30-Dec-17,China,8026,0,300,0
1710733,19-Dec-17,18-Mar-18,2017-2018,30-Dec-17,"Hong Kong, China",8024,0,420,0
1710733,19-Dec-17,18-Mar-18,2017-2018,26-Jan-18,"Hong Kong, China",8027,0,168,0
1710733,19-Dec-17,18-Mar-18,2017-2018,02-Feb-18,"Hong Kong, China",8028,0,350,0
1710733,19-Dec-17,18-Mar-18,2017-2018,16-Feb-18,"Shanghai, China",8030,0,200,0
1710733,19-Dec-17,18-Mar-18,2017-2018,16-Feb-18,"Shanghai, China",8031,0,300,0
1710733,19-Dec-17,18-Mar-18,2017-2018,22-Feb-18,"Hong Kong, China",8032,0,420,0
1710734,19-Dec-17,18-Mar-18,2017-2018,18-Jan-18,Japan,7897,0,250,0
1710734,19-Dec-17,18-Mar-18,2017-2018,30-Jan-18,"Hong Kong, China",7898,0,420,0
1710734,19-Dec-17,18-Mar-18,2017-2018,06-Feb-18,China,7899,0,290,0
1710734,19-Dec-17,18-Mar-18,2017-2018,12-Feb-18,Hong Kong,7900,0,462,0
1710734,19-Dec-17,18-Mar-18,2017-2018,16-Mar-18,China,7901,0,160,0
1710735,19-Dec-17,18-Mar-18,2017-2018,03-Jan-18,China,7954,0,400,0
1710735,19-Dec-17,18-Mar-18,2017-2018,05-Jan-18,China,7955,0,250,0
1710735,19-Dec-17,18-Mar-18,2017-2018,10-Jan-18,Vietnam,7956,0,210,0
1710735,19-Dec-17,18-Mar-18,2017-2018,30-Jan-18,China,7957,0,150,0
1710735,19-Dec-17,18-Mar-18,2017-2018,05-Feb-18,China,7958,0,300,0
1710735,19-Dec-17,18-Mar-18,2017-2018,08-Feb-18,China,7959,0,200,0
1710735,19-Dec-17,18-Mar-18,2017-2018,08-Mar-18,China,8698,0,330,0
1710746,10-Jan-18,09-Apr-18,2017-2018,13-Mar-18,"Shanghai, China",8046,0,104.36,0
1710746,10-Jan-18,09-Apr-18,2017-2018,26-Mar-18,Hong Kong,8047,0,155.48,0
1710747,19-Dec-17,18-Mar-18,2017-2018,29-Dec-17,"Hong Kong, China",7920,0,450,0
1710747,19-Dec-17,18-Mar-18,2017-2018,29-Dec-17,"Hong Kong, China",7921,0,150,0
1710747,19-Dec-17,18-Mar-18,2017-2018,29-Dec-17,Vietnam,7922,0,750,0
1710788,26-Mar-18,25-Jun-18,2017-2018,,China,10369,0,210,0
1710788,26-Mar-18,25-Jun-18,2017-2018,25-Apr-18,China,10363,0,700,0
1710788,26-Mar-18,25-Jun-18,2017-2018,25-Apr-18,China,10364,0,500,0
1710788,26-Mar-18,25-Jun-18,2017-2018,05-May-18,China,10365,0,400,0
1710788,26-Mar-18,25-Jun-18,2017-2018,05-May-18,China,10366,0,300,0
1710788,26-Mar-18,25-Jun-18,2017-2018,05-May-18,China,10367,0,400,0
1710789,11-Jan-18,10-Apr-18,2017-2018,13-Mar-18,"Hong Kong, China",8134,0,450,0
1710789,11-Jan-18,10-Apr-18,2017-2018,14-Mar-18,"Hong Kong, China",8135,0,450,0
1710789,11-Jan-18,10-Apr-18,2017-2018,14-Mar-18,"Shanghai, China",8136,0,375,0
1710789,11-Jan-18,10-Apr-18,2017-2018,23-Mar-18,"Hong Kong, China",8137,0,450,0
1710789,11-Jan-18,10-Apr-18,2017-2018,10-Apr-18,"Hong Kong, China",8139,0,289,0
1710789,11-Jan-18,10-Apr-18,2017-2018,10-Apr-18,"Xiamen, China",8138,0,450,0
1710802,11-Jan-18,10-Apr-18,2017-2018,17-Jan-18,China,8214,0,300,0
1710802,11-Jan-18,10-Apr-18,2017-2018,25-Jan-18,China,8215,0,70,0
1710802,11-Jan-18,10-Apr-18,2017-2018,29-Jan-18,China,8216,0,67,0
1710802,11-Jan-18,10-Apr-18,2017-2018,02-Feb-18,China,8217,0,150,0
1710802,11-Jan-18,10-Apr-18,2017-2018,09-Feb-18,China,8218,0,200,0
1710802,11-Jan-18,10-Apr-18,2017-2018,09-Feb-18,China,8219,0,200,0
1710802,11-Jan-18,10-Apr-18,2017-2018,10-Feb-18,China,8220,0,200,0
1710802,11-Jan-18,10-Apr-18,2017-2018,20-Feb-18,China,9500,0,227,0
1710802,11-Jan-18,10-Apr-18,2017-2018,24-Feb-18,China,9501,0,200,0
1710802,11-Jan-18,10-Apr-18,2017-2018,11-Mar-18,China,9502,0,49,0
1710802,11-Jan-18,10-Apr-18,2017-2018,23-Mar-18,China,9503,0,300,0
1710802,11-Jan-18,10-Apr-18,2017-2018,04-Apr-18,China,9504,0,200,0
1710818,11-Jan-18,10-Apr-18,2017-2018,16-Jan-18,"Beijing, China",8112,0,400,0
1710818,11-Jan-18,10-Apr-18,2017-2018,17-Jan-18,"Hong Kong, China",8113,0,700,0
1710818,11-Jan-18,10-Apr-18,2017-2018,19-Jan-18,"Hong Kong, China",8114,0,980,0
1710818,11-Jan-18,10-Apr-18,2017-2018,02-Feb-18,"Hong Kong, China",8115,0,770,0
1710818,11-Jan-18,10-Apr-18,2017-2018,03-Feb-18,"Hong Kong, China",8116,0,700,0
1710818,11-Jan-18,10-Apr-18,2017-2018,06-Feb-18,"Hong Kong, China",8117,0,700,0
1710818,11-Jan-18,10-Apr-18,2017-2018,08-Feb-18,"Hong Kong, China",8118,0,700,0
1710818,11-Jan-18,10-Apr-18,2017-2018,09-Feb-18,"Hong Kong, China",8119,0,700,0
1710818,11-Jan-18,10-Apr-18,2017-2018,09-Feb-18,"Hong Kong, China",8120,0,504,0
1710818,11-Jan-18,10-Apr-18,2017-2018,10-Feb-18,"Hong Kong, China",8121,0,716,0
1710818,11-Jan-18,10-Apr-18,2017-2018,24-Feb-18,"Hong Kong, China",8123,0,289,0
1710821,31-Jan-18,30-Apr-18,2017-2018,,,8948,0,0,0
1710821,31-Jan-18,30-Apr-18,2017-2018,,,8949,0,0,0
1710821,31-Jan-18,30-Apr-18,2017-2018,,,8950,0,0,0
1710821,31-Jan-18,30-Apr-18,2017-2018,,,8951,0,0,0
1710821,31-Jan-18,30-Apr-18,2017-2018,,,8952,0,0,0
1710821,31-Jan-18,30-Apr-18,2017-2018,,,8953,0,0,0
1710821,31-Jan-18,30-Apr-18,2017-2018,,,8954,0,0,0
1710821,31-Jan-18,30-Apr-18,2017-2018,,,8955,0,0,0
1710821,31-Jan-18,30-Apr-18,2017-2018,,,8956,0,0,0
1710821,31-Jan-18,30-Apr-18,2017-2018,,,8957,0,0,0
1710821,31-Jan-18,30-Apr-18,2017-2018,,,8958,0,0,0
1710821,31-Jan-18,30-Apr-18,2017-2018,,,8959,0,0,0
1710821,31-Jan-18,30-Apr-18,2017-2018,09-Feb-18,Japan,8942,0,200,0
1710821,31-Jan-18,30-Apr-18,2017-2018,19-Mar-18,Hong Kong,8943,0,350,0
1710821,31-Jan-18,30-Apr-18,2017-2018,23-Mar-18,Hong Kong,8944,0,700,0
1710821,31-Jan-18,30-Apr-18,2017-2018,28-Mar-18,China,8945,0,540,0
1710821,31-Jan-18,30-Apr-18,2017-2018,09-Apr-18,China,8946,0,360,0
1710821,31-Jan-18,30-Apr-18,2017-2018,13-Apr-18,China,8947,0,240,0
1710838,11-Jan-18,10-Apr-18,2017-2018,17-Jan-18,"Hong Kong, China",8174,0,602,0
1710838,11-Jan-18,10-Apr-18,2017-2018,23-Jan-18,China,8175,0,500,0
1710838,11-Jan-18,10-Apr-18,2017-2018,23-Jan-18,China,8176,0,200,0
1710838,11-Jan-18,10-Apr-18,2017-2018,24-Jan-18,"Beijing, China",8178,0,300,0
1710838,11-Jan-18,10-Apr-18,2017-2018,24-Jan-18,"Hong Kong, China",8177,0,280,0
1710838,11-Jan-18,10-Apr-18,2017-2018,27-Jan-18,China,8179,0,602,0
1710838,11-Jan-18,10-Apr-18,2017-2018,27-Jan-18,China,8180,0,250,0
1710838,11-Jan-18,10-Apr-18,2017-2018,31-Jan-18,China,8181,0,300,0
1710838,11-Jan-18,10-Apr-18,2017-2018,03-Feb-18,China,8182,0,440,0
1710838,11-Jan-18,10-Apr-18,2017-2018,05-Feb-18,China,8183,0,500,0
1710838,11-Jan-18,10-Apr-18,2017-2018,05-Feb-18,China,8184,0,470,0
1710838,11-Jan-18,10-Apr-18,2017-2018,06-Feb-18,China,8186,0,504,0
1710838,11-Jan-18,10-Apr-18,2017-2018,06-Feb-18,China,8187,0,400,0
1710838,11-Jan-18,10-Apr-18,2017-2018,07-Feb-18,China,8185,0,500,0
1710838,11-Jan-18,10-Apr-18,2017-2018,07-Feb-18,China,8188,0,400,0
1710838,11-Jan-18,10-Apr-18,2017-2018,08-Feb-18,China,8189,0,500,0
1710838,11-Jan-18,10-Apr-18,2017-2018,08-Feb-18,China,8191,0,400,0
1710838,11-Jan-18,10-Apr-18,2017-2018,09-Feb-18,China,8190,0,504,0
1710838,11-Jan-18,10-Apr-18,2017-2018,09-Feb-18,China,8192,0,500,0
1710838,11-Jan-18,10-Apr-18,2017-2018,12-Feb-18,China,8193,0,504,0
1710838,11-Jan-18,10-Apr-18,2017-2018,12-Feb-18,China,8194,0,504,0
1710838,11-Jan-18,10-Apr-18,2017-2018,16-Feb-18,China,8195,0,600,0
1710838,11-Jan-18,10-Apr-18,2017-2018,17-Feb-18,China,8196,0,500,0
1710838,11-Jan-18,10-Apr-18,2017-2018,17-Feb-18,China,8197,0,420,0
1710838,11-Jan-18,10-Apr-18,2017-2018,17-Feb-18,China,8198,0,560,0
1710838,11-Jan-18,10-Apr-18,2017-2018,18-Feb-18,China,8199,0,560,0
1710838,11-Jan-18,10-Apr-18,2017-2018,20-Feb-18,China,8200,0,300,0
1710838,11-Jan-18,10-Apr-18,2017-2018,22-Feb-18,China,8201,0,500,0
1710838,11-Jan-18,10-Apr-18,2017-2018,27-Feb-18,China,8202,0,580,0
1710838,11-Jan-18,10-Apr-18,2017-2018,27-Feb-18,China,8203,0,420,0
1710838,11-Jan-18,10-Apr-18,2017-2018,05-Mar-18,China,8204,0,500,0
1710838,11-Jan-18,10-Apr-18,2017-2018,16-Mar-18,China,8205,0,80,0
1710838,11-Jan-18,10-Apr-18,2017-2018,16-Mar-18,China,8206,0,450,0
1710838,11-Jan-18,10-Apr-18,2017-2018,23-Mar-18,China,8207,0,300,0
1710838,11-Jan-18,10-Apr-18,2017-2018,01-Apr-18,China,8208,0,410,0
1710838,11-Jan-18,10-Apr-18,2017-2018,06-Apr-18,China,8209,0,210,0
1710838,11-Jan-18,10-Apr-18,2017-2018,12-Apr-18,China,8210,0,310,0
1710838,11-Jan-18,10-Apr-18,2017-2018,12-Apr-18,China,8211,0,600,0
1710838,11-Jan-18,10-Apr-18,2017-2018,13-Apr-18,China,8212,0,600,0
1710838,11-Jan-18,10-Apr-18,2017-2018,13-Apr-18,China,8213,0,350,0
1710848,11-Jan-18,10-Apr-18,2017-2018,19-Jan-18,"Shanghai, China",8087,0,650,0
1710848,11-Jan-18,10-Apr-18,2017-2018,22-Jan-18,"Shanghai, China",8088,0,300,0
1710848,11-Jan-18,10-Apr-18,2017-2018,24-Jan-18,"Shanghai, China",8089,0,750,0
1710848,11-Jan-18,10-Apr-18,2017-2018,31-Jan-18,"Shanghai, China",8091,0,350,0
1710848,11-Jan-18,10-Apr-18,2017-2018,01-Feb-18,"Beijing, China",8092,0,700,0
1710848,11-Jan-18,10-Apr-18,2017-2018,20-Feb-18,"Hong Kong, China",8093,0,50,0
1710849,11-Jan-18,10-Apr-18,2017-2018,17-Jan-18,"Osaka, Japan",8096,0,250,0
1710849,11-Jan-18,10-Apr-18,2017-2018,17-Jan-18,"Shanghai, China",8095,0,400,0
1710849,11-Jan-18,10-Apr-18,2017-2018,22-Jan-18,"Beijing, China",8097,0,440,0
1710849,11-Jan-18,10-Apr-18,2017-2018,23-Jan-18,"Hong Kong, China",8099,0,308,0
1710849,11-Jan-18,10-Apr-18,2017-2018,24-Jan-18,"Hong Kong, China",8098,0,560,0
1710849,11-Jan-18,10-Apr-18,2017-2018,25-Jan-18,"Beijing, China",8101,0,400,0
1710849,11-Jan-18,10-Apr-18,2017-2018,25-Jan-18,"Shanghai, China",8100,0,350,0
1710849,11-Jan-18,10-Apr-18,2017-2018,25-Jan-18,"Shanghai, China",8102,0,300,0
1710849,11-Jan-18,10-Apr-18,2017-2018,26-Jan-18,"Hong Kong, China",8104,0,630,0
1710849,11-Jan-18,10-Apr-18,2017-2018,26-Jan-18,"Shanghai, China",8103,0,400,0
1710849,11-Jan-18,10-Apr-18,2017-2018,30-Jan-18,"Hong Kong, China",8105,0,700,0
1710849,11-Jan-18,10-Apr-18,2017-2018,30-Jan-18,"Hong Kong, China",8106,0,420,0
1710849,11-Jan-18,10-Apr-18,2017-2018,31-Jan-18,"Shanghai, China",8107,0,400,0
1710849,11-Jan-18,10-Apr-18,2017-2018,31-Jan-18,"Shanghai, China",8108,0,400,0
1710850,11-Jan-18,10-Apr-18,2017-2018,18-Jan-18,"Beijing, China",8064,0,500,0
1710850,11-Jan-18,10-Apr-18,2017-2018,22-Jan-18,"Beijing, China",8065,0,350,0
1710850,11-Jan-18,10-Apr-18,2017-2018,22-Jan-18,"Shanghai, China",8066,0,350,0
1710850,11-Jan-18,10-Apr-18,2017-2018,23-Jan-18,Hong Kong,8067,0,420,0
1710850,11-Jan-18,10-Apr-18,2017-2018,29-Jan-18,"Beijing, China",8068,0,500,0
1710850,11-Jan-18,10-Apr-18,2017-2018,29-Jan-18,"Beijing, China",8069,0,600,0
1710850,11-Jan-18,10-Apr-18,2017-2018,31-Jan-18,"Beijing, China",8070,0,350,0
1710850,11-Jan-18,10-Apr-18,2017-2018,31-Jan-18,Hong Kong,8072,0,280,0
1710850,11-Jan-18,10-Apr-18,2017-2018,31-Jan-18,"Shanghai, China",8071,0,300,0
1710851,19-Jan-18,17-Mar-18,2017-2018,06-Feb-18,"Shanghai, China",8703,0,260,0
1710851,19-Jan-18,17-Mar-18,2017-2018,16-Feb-18,"Beijing, China",8705,0,530,0
1710851,19-Jan-18,17-Mar-18,2017-2018,16-Feb-18,"Shanghai, China",8704,0,310,0
1710851,19-Jan-18,17-Mar-18,2017-2018,20-Feb-18,"Hong Kong, China",8706,0,180,0
1710853,17-Jan-18,16-Apr-18,2017-2018,02-Feb-18,"Hanoi, Vietnam",8548,0,750,0
1710853,17-Jan-18,16-Apr-18,2017-2018,02-Mar-18,"Shanghai, China",8549,0,450,0
1710853,17-Jan-18,16-Apr-18,2017-2018,05-Mar-18,Hong Kong,8550,0,255,0
1710853,17-Jan-18,16-Apr-18,2017-2018,07-Mar-18,China,8551,0,181.3,0
1710854,11-Jan-18,10-Apr-18,2017-2018,12-Feb-18,hong Kong,8073,0,555,0
1710854,11-Jan-18,10-Apr-18,2017-2018,06-Mar-18,"Beijing, China",8074,0,371.35,0
1710855,11-Jan-18,10-Apr-18,2017-2018,16-Jan-18,"Shanghai, China",8076,0,450,0
1710855,11-Jan-18,10-Apr-18,2017-2018,25-Jan-18,Hong Kong,8077,0,600,0
1710855,11-Jan-18,10-Apr-18,2017-2018,26-Jan-18,"Hanoi, Vietnam",8078,0,750,0
1710855,11-Jan-18,10-Apr-18,2017-2018,29-Jan-18,"Hanoi, Vietnam",8079,0,750,0
1710855,11-Jan-18,10-Apr-18,2017-2018,21-Feb-18,"Beijing, China",8081,0,450,0
1710855,11-Jan-18,10-Apr-18,2017-2018,21-Feb-18,Hong Kong,8080,0,750,0
1710855,11-Jan-18,10-Apr-18,2017-2018,21-Feb-18,Hong Kong,8082,0,300,0
1710855,11-Jan-18,10-Apr-18,2017-2018,07-Mar-18,China,8083,0,114.44,0
1710871,11-Jan-18,10-Apr-18,2017-2018,17-Jan-18,China,8141,0,380,0
1710871,11-Jan-18,10-Apr-18,2017-2018,23-Jan-18,"Hong Kong, China",8142,0,266,0
1710871,11-Jan-18,10-Apr-18,2017-2018,20-Mar-18,China,8143,0,280,0
1710871,11-Jan-18,10-Apr-18,2017-2018,07-Apr-18,"Hong Kong, China",8144,0,266,0
1710872,11-Jan-18,10-Apr-18,2017-2018,11-Jan-18,China,8157,0,180,0
1710872,11-Jan-18,10-Apr-18,2017-2018,17-Jan-18,China,8153,0,70,0
1710872,11-Jan-18,10-Apr-18,2017-2018,21-Jan-18,China,8154,0,180,0
1710872,11-Jan-18,10-Apr-18,2017-2018,26-Jan-18,"Hong Kong, China",8155,0,238,0
1710872,11-Jan-18,10-Apr-18,2017-2018,31-Jan-18,China,8156,0,270,0
1710872,11-Jan-18,10-Apr-18,2017-2018,02-Mar-18,China,8158,0,60,0
1710872,11-Jan-18,10-Apr-18,2017-2018,15-Apr-18,"Hong Kong, China",8159,0,688,0
1710873,11-Jan-18,10-Apr-18,2017-2018,21-Jan-18,China,8163,0,160,0
1710873,11-Jan-18,10-Apr-18,2017-2018,23-Jan-18,"Hong Kong, China",8164,0,84,0
1710873,11-Jan-18,10-Apr-18,2017-2018,26-Jan-18,"Shanghai, China",8165,0,205,0
1710873,11-Jan-18,10-Apr-18,2017-2018,31-Jan-18,China,8166,0,180,0
1710873,11-Jan-18,10-Apr-18,2017-2018,04-Feb-18,China,8167,0,90,0
1710873,11-Jan-18,10-Apr-18,2017-2018,09-Feb-18,China,8168,0,80,0
1710878,11-Jan-18,10-Apr-18,2017-2018,16-Jan-18,"Beijing, China",8247,0,400,0
1710878,11-Jan-18,10-Apr-18,2017-2018,16-Jan-18,"Beijing, China",8250,0,350,0
1710878,11-Jan-18,10-Apr-18,2017-2018,16-Jan-18,"Hong Kong, China",8248,0,140,0
1710878,11-Jan-18,10-Apr-18,2017-2018,16-Jan-18,"Hong Kong, China",8249,0,280,0
1710878,11-Jan-18,10-Apr-18,2017-2018,16-Jan-18,"Venice, Italy",8246,0,390,0
1710878,11-Jan-18,10-Apr-18,2017-2018,19-Jan-18,"Hong Kong, China",8251,0,210,0
1710878,11-Jan-18,10-Apr-18,2017-2018,23-Jan-18,"Hong Kong, China",8253,0,140,0
1710878,11-Jan-18,10-Apr-18,2017-2018,23-Jan-18,"Venice, Italy",8252,0,300,0
1710878,11-Jan-18,10-Apr-18,2017-2018,28-Jan-18,China,8254,0,400,0
1710878,11-Jan-18,10-Apr-18,2017-2018,30-Jan-18,"Hong Kong, China",8255,0,600,0
1710878,11-Jan-18,10-Apr-18,2017-2018,30-Jan-18,"Hong Kong, China",8256,0,210,0
1710878,11-Jan-18,10-Apr-18,2017-2018,30-Jan-18,"Hong Kong, China",8258,0,700,0
1710878,11-Jan-18,10-Apr-18,2017-2018,30-Jan-18,"Hong Kong, China",8259,0,224,0
1710878,11-Jan-18,10-Apr-18,2017-2018,31-Jan-18,"Shanghai, China",8260,0,250,0
1710878,11-Jan-18,10-Apr-18,2017-2018,31-Jan-18,Taiwan,8261,0,250,0
1710878,11-Jan-18,10-Apr-18,2017-2018,01-Feb-18,"Hong Kong, China",8262,0,168,0
1710878,11-Jan-18,10-Apr-18,2017-2018,01-Feb-18,"Hong Kong, China",8263,0,490,0
1710878,11-Jan-18,10-Apr-18,2017-2018,01-Feb-18,"Hong Kong, China",8264,0,700,0
1710878,11-Jan-18,10-Apr-18,2017-2018,01-Feb-18,"Shanghai, China",8266,0,300,0
1710878,11-Jan-18,10-Apr-18,2017-2018,02-Feb-18,"Beijing, China",8267,0,400,0
1710878,11-Jan-18,10-Apr-18,2017-2018,02-Feb-18,"Hong Kong, China",8265,0,560,0
1710878,11-Jan-18,10-Apr-18,2017-2018,07-Feb-18,,8268,0,490,0
1710878,11-Jan-18,10-Apr-18,2017-2018,12-Feb-18,China,8269,0,300,0
1710878,11-Jan-18,10-Apr-18,2017-2018,12-Feb-18,China,8270,0,420,0
1710878,11-Jan-18,10-Apr-18,2017-2018,12-Feb-18,"Hong Kong, China",8271,0,350,0
1710878,11-Jan-18,10-Apr-18,2017-2018,13-Feb-18,China,8272,0,364,0
1710878,11-Jan-18,10-Apr-18,2017-2018,13-Feb-18,China,8273,0,210,0
1710878,11-Jan-18,10-Apr-18,2017-2018,13-Feb-18,China,8274,0,400,0
1710878,11-Jan-18,10-Apr-18,2017-2018,13-Feb-18,China,8275,0,290,0
1710878,11-Jan-18,10-Apr-18,2017-2018,13-Feb-18,China,8276,0,250,0
1710878,11-Jan-18,10-Apr-18,2017-2018,13-Feb-18,China,8277,0,250,0
1710878,11-Jan-18,10-Apr-18,2017-2018,13-Feb-18,China,8278,0,400,0
1710878,11-Jan-18,10-Apr-18,2017-2018,26-Feb-18,"Beijing, China",8281,0,300,0
1710878,11-Jan-18,10-Apr-18,2017-2018,26-Feb-18,China,8279,0,300,0
1710878,11-Jan-18,10-Apr-18,2017-2018,26-Feb-18,China,8280,0,300,0
1710878,11-Jan-18,10-Apr-18,2017-2018,26-Feb-18,"Hong Kong, China",8295,0,420,0
1710878,11-Jan-18,10-Apr-18,2017-2018,02-Mar-18,"Hong Kong, China",8282,0,350,0
1710878,11-Jan-18,10-Apr-18,2017-2018,07-Mar-18,"Beijing, China",8283,0,300,0
1710878,11-Jan-18,10-Apr-18,2017-2018,07-Mar-18,"Hong Kong, China",8284,0,490,0
1710878,11-Jan-18,10-Apr-18,2017-2018,10-Mar-18,"Beijing, China",8287,0,500,0
1710878,11-Jan-18,10-Apr-18,2017-2018,10-Mar-18,"Hong Kong, China",8285,0,350,0
1710878,11-Jan-18,10-Apr-18,2017-2018,10-Mar-18,"Hong Kong, China",8286,0,420,0
1710878,11-Jan-18,10-Apr-18,2017-2018,10-Mar-18,"Shanghai, China",8288,0,200,0
1710878,11-Jan-18,10-Apr-18,2017-2018,10-Mar-18,"Shanghai, China",8289,0,300,0
1710878,11-Jan-18,10-Apr-18,2017-2018,15-Mar-18,"Beijing, China",8292,0,300,0
1710878,11-Jan-18,10-Apr-18,2017-2018,15-Mar-18,"Beijing, China",8294,0,420,0
1710878,11-Jan-18,10-Apr-18,2017-2018,15-Mar-18,"Hong Kong, China",8290,0,420,0
1710878,11-Jan-18,10-Apr-18,2017-2018,15-Mar-18,"Hong Kong, China",8291,0,490,0
1710878,11-Jan-18,10-Apr-18,2017-2018,15-Mar-18,"Xiamen, China",8293,0,700,0
1710878,11-Jan-18,10-Apr-18,2017-2018,17-Mar-18,"Hong Kong, China",9936,0,420,0
1710878,11-Jan-18,10-Apr-18,2017-2018,17-Mar-18,"Hong Kong, China",9937,0,420,0
1710878,11-Jan-18,10-Apr-18,2017-2018,17-Mar-18,"Hong Kong, China",9938,0,420,0
1710878,11-Jan-18,10-Apr-18,2017-2018,19-Mar-18,"Hong Kong, China",9939,0,420,0
1710878,11-Jan-18,10-Apr-18,2017-2018,21-Mar-18,"Shanghai, China",9940,0,400,0
1710878,11-Jan-18,10-Apr-18,2017-2018,30-Mar-18,"Hong Kong, China",9941,0,420,0
1710878,11-Jan-18,10-Apr-18,2017-2018,06-Apr-18,"Beijing, China",9944,0,300,0
1710878,11-Jan-18,10-Apr-18,2017-2018,06-Apr-18,"Hong Kong, China",9942,0,140,0
1710878,11-Jan-18,10-Apr-18,2017-2018,06-Apr-18,"Hong Kong, China",9943,0,700,0
1710896,11-Jan-18,10-Apr-18,2017-2018,01-Feb-18,"Hong Kong, China",8221,0,350,0
1710896,11-Jan-18,10-Apr-18,2017-2018,02-Feb-18,"Beijing, China",8222,0,500,0
1710896,11-Jan-18,10-Apr-18,2017-2018,07-Feb-18,China,8223,0,670,0
1710896,11-Jan-18,10-Apr-18,2017-2018,16-Feb-18,"Hong Kong, China",8224,0,1050,0
1710896,11-Jan-18,10-Apr-18,2017-2018,17-Feb-18,"Hong Kong, China",8225,0,420,0
1710896,11-Jan-18,10-Apr-18,2017-2018,28-Mar-18,"Beijing, China",8226,0,420,0
1710896,11-Jan-18,10-Apr-18,2017-2018,06-Apr-18,"Hong Kong, China",8227,0,266,0
1710907,18-Jan-18,17-Apr-18,2017-2018,06-Feb-18,China,8670,0,500,0
1710907,18-Jan-18,17-Apr-18,2017-2018,07-Feb-18,China,8673,0,320,0
1710907,18-Jan-18,17-Apr-18,2017-2018,07-Feb-18,"Hong Kong, China",8672,0,322,0
1710907,18-Jan-18,17-Apr-18,2017-2018,16-Feb-18,"Hong Kong, China",8674,0,364,0
1710907,18-Jan-18,17-Apr-18,2017-2018,22-Feb-18,China,8668,0,430,0
1710907,18-Jan-18,17-Apr-18,2017-2018,06-Mar-18,China,8669,0,450,0
1710907,18-Jan-18,17-Apr-18,2017-2018,06-Mar-18,China,8671,0,500,0
1710910,11-Jan-18,10-Apr-18,2017-2018,17-Jan-18,"Hong Kong, China",8169,0,140,0
1710910,11-Jan-18,10-Apr-18,2017-2018,26-Jan-18,"Shanghai, China",8170,0,205,0
1710910,11-Jan-18,10-Apr-18,2017-2018,20-Mar-18,China,8171,0,280,0
1800702,17-Jan-18,16-Apr-18,2017-2018,20-Jan-18,China,8420,0,400,0
1800702,17-Jan-18,16-Apr-18,2017-2018,23-Jan-18,China,8421,0,200,0
1800702,17-Jan-18,16-Apr-18,2017-2018,24-Jan-18,Japan,8422,0,250,0
1800702,17-Jan-18,16-Apr-18,2017-2018,29-Jan-18,Japan,8423,0,250,0
1800702,17-Jan-18,16-Apr-18,2017-2018,31-Jan-18,Japan,8424,0,150,0
1800702,17-Jan-18,16-Apr-18,2017-2018,16-Apr-18,China,8425,0,70,0
1800708,17-Jan-18,16-Apr-18,2017-2018,05-Mar-18,"Hong Kong, China",84111,0,508,0
